基址	名称	JP_NAME	EN_NAME	备注&二级类别
main+0227144F	beast耳机	beastヘッドホン	Beast Headphones	
main+02271450	巴别耳机	バベレコヘッドホン	Babel Headphones	
main+02271451	小羊枕头	子羊達の枕	Lambs' Pillow	
main+02271452	仪式护手	儀式のガントレット	Gauntlet	
main+02271453	葛叶的封魔管	葛葉の封魔管	Kuzunoha Tubes	
main+02271454	翔羽侠徽章	フェザーマンバッジ	Featherman Badge	
main+02271455	火纹辉石	火紋の輝石	Fire Augite	
main+02271456	冰纹辉石	氷紋の輝石	Ice Augite	
main+02271457	雷纹辉石	雷紋の輝石	Lightning Augite	
main+02271458	风纹辉石	風紋の輝石	Wind Augite	
main+02271459	念纹辉石	念紋の輝石	Psy Augite	
main+0227145A	核纹辉石	核紋の輝石	Nuclear Augite	
main+0227145B	圣十字辉石	聖十字の輝石	Cross Augite	
main+0227145C	骸骨纹辉石	骸骨紋の輝石	Skeleton Augite	
main+0227145D	疗愈辉石	癒しの輝石	Healing Augite	
main+0227145E	RESERVE	リザーブ	RESERVE	
main+0227145F	究极辉石	究極の輝石	Ultimate Augite	
main+02271460	RESERVE	リザーブ	RESERVE	
main+02271461	羽翼戒指	羽のリング	Wing Ring	
main+02271462	高手的狗牌	名手のドッグタグ	Engraved Dog Tag	
main+02271463	红色缎带	赤のリボン	Red Ribbon	
main+02271464	星火戒指	火の粉のリング	Ember Ring	
main+02271465	红莲戒指	紅蓮のリング	Flame Ring	
main+02271466	大红莲戒指	大紅蓮のリング	Inferno Ring	
main+02271467	星火螺旋戒指	火の粉の螺旋リング	Spiral Ember Ring	
main+02271468	红莲螺旋戒指	紅蓮の螺旋リング	Spiral Flame Ring	
main+02271469	大红莲螺旋戒指	大紅蓮の螺旋リング	Spiral Inferno Ring	
main+0227146A	细雪戒指	粉雪のリング	Frost Ring	
main+0227146B	零度戒指	零度のリング	Snow Ring	
main+0227146C	绝对零度戒指	絶対零度のリング	Blizzard Ring	
main+0227146D	细雪螺旋戒指	粉雪の螺旋リング	Spiral Frost Ring	
main+0227146E	零度螺旋戒指	零度の螺旋リング	Spiral Snow Ring	
main+0227146F	绝对零度螺旋戒指	絶対零度の螺旋リング	Spiral Blizzard Ring	
main+02271470	微风戒指	微風のリング	Breeze Ring	
main+02271471	暴风戒指	嵐のリング	Wind Ring	
main+02271472	大暴风戒指	大嵐のリング	Gale Ring	
main+02271473	微风螺旋戒指	微風の螺旋リング	Spiral Breeze Ring	
main+02271474	暴风螺旋戒指	嵐の螺旋リング	Spiral Wind Ring	
main+02271475	大暴风螺旋戒指	大嵐の螺旋リング	Spiral Gale Ring	
main+02271476	带电戒指	帯電のリング	Static Ring	
main+02271477	雷电戒指	雷のリング	Spark Ring	
main+02271478	大雷电戒指	大雷のリング	Thunder Ring	
main+02271479	带电螺旋戒指	帯電の螺旋リング	Spiral Static Ring	
main+0227147A	雷电螺旋戒指	雷の螺旋リング	Spiral Spark Ring	
main+0227147B	大雷电螺旋戒指	大雷の螺旋リング	Spiral Thunder Ring	
main+0227147C	升天戒指	昇天のリング	Holy Ring	
main+0227147D	超升天戒指	超昇天のリング	Hallowed Ring	
main+0227147E	升天螺旋戒指	昇天の螺旋リング	Spiral Holy Ring	
main+0227147F	超升天螺旋戒指	超昇天の螺旋リング	Spiral Hallowed Ring	
main+02271480	祝福戒指	祝いのリング	Prayer Ring	
main+02271481	祝贺戒指	祝賀のリング	Blessing Ring	
main+02271482	大祝贺戒指	大祝賀のリング	Divine Ring	
main+02271483	祝福螺旋戒指	祝いの螺旋リング	Spiral Prayer Ring	
main+02271484	祝贺螺旋戒指	祝賀の螺旋リング	Spiral Blessing Ring	
main+02271485	大祝贺螺旋戒指	大祝賀の螺旋リング	Spiral Divine Ring	
main+02271486	咒杀戒指	呪殺のリング	Death Ring	
main+02271487	大咒杀戒指	大呪殺のリング	Hell Ring	
main+02271488	咒杀螺旋戒指	呪殺の螺旋リング	Spiral Death Ring	
main+02271489	大咒杀螺旋戒指	大呪殺の螺旋リング	Spiral Hell Ring	
main+0227148A	诅咒戒指	呪いのリング	Grudge Ring	
main+0227148B	咒缚戒指	呪縛のリング	Curse Ring	
main+0227148C	大咒缚戒指	大呪縛のリング	Hex Ring	
main+0227148D	诅咒螺旋戒指	呪いの螺旋リング	Spiral Grudge Ring	
main+0227148E	咒缚螺旋戒指	呪縛の螺旋リング	Spiral Curse Ring	
main+0227148F	大咒缚螺旋戒指	大呪縛の螺旋リング	Spiral Hex Ring	
main+02271490	万能戒指	万能リング	Mighty Ring	
main+02271491	大万能戒指	大万能リング	Almighty Ring	
main+02271492	极大万能戒指	極大万能リング	Supreme Ring	
main+02271493	核热戒指	核熱のリング	Atom Ring	
main+02271494	极热戒指	極熱のリング	Nuclear Ring	
main+02271495	大极热戒指	大極熱のリング	Reactor Ring	
main+02271496	核热螺旋戒指	核熱の螺旋リング	Spiral Atom Ring	
main+02271497	极热螺旋戒指	極熱の螺旋リング	Spiral Nuclear Ring	
main+02271498	大极热螺旋戒指	大極熱の螺旋リング	Spiral Reactor Ring	
main+02271499	眩晕手环	眩暈のバングル	Dizzy Bangle	
main+0227149A	眩晕螺旋手环	眩暈の螺旋バングル	Spiral Dizzy Bangle	
main+0227149B	混乱手环	混乱のバングル	Addle Bangle	
main+0227149C	混乱螺旋手环	混乱の螺旋バングル	Spiral Addle Bangle	
main+0227149D	恐惧手环	恐怖のバングル	Fear Bangle	
main+0227149E	陪笑面具	営業スマイルマスク	Retail Smile Mask	
main+0227149F	遗忘手环	忘却のバングル	Forget Bangle	
main+022714A0	遗忘螺旋手环	忘却の螺旋バングル	Spiral Forget Bangle	
main+022714A1	睡眠手环	睡眠のバングル	Sleep Bangle	
main+022714A2	睡眠螺旋手环	睡眠の螺旋バングル	Spiral Sleep Bangle	
main+022714A3	狂怒手环	激怒のバングル	Rage Bangle	
main+022714A4	狂怒螺旋手环	激怒の螺旋バングル	Spiral Rage Bangle	
main+022714A5	绝望手环	絶望のバングル	Gloom Bangle	
main+022714A6	绝望螺旋手环	絶望の螺旋バングル	Spiral Gloom Bangle	
main+022714A7	洗脑手环	洗脳のバングル	Brainwash Bangle	
main+022714A8	煽动之冠	扇動の冠	Agitation Crown	
main+022714A9	吸血面具	吸血マスク	Life Sapping Mask	
main+022714AA	吸魔面具	吸魔のマスク	Spirit Sapping Mask	
main+022714AB	灵异手镜	霊感の手鏡	Spirit Sense Mirror	
main+022714AC	邪灵手镜	邪霊の手鏡	Dark Spirit Mirror	
main+022714AD	灵异相机	心霊カメラ	Spirit Camera	
main+022714AE	大邪炎项圈	大邪炎の輪	Dark Flame Band	
main+022714AF	阿尔达手镯	アルダナバンド	Ardhanari Band	
main+022714B0	碎冰百合	細氷のユリ	Diamond Dust Lily	
main+022714B1	冰河之冠	氷河の冠	Frozen Crown	
main+022714B2	暴风邪神像	暴風の邪神像	Storm Sculpture	
main+022714B3	真空波之冠	真空派の冠	Vacuum Crown	
main+022714B4	女神的大雷角	女神の大雷角	Goddess Horn	
main+022714B5	雷神的誓愿	雷神の誓願	Thunder Charm	
main+022714B6	审判十字架	審判の十字架	Judgement Cross	
main+022714B7	回转讲道之冠	回転説法	Spinning Crown	
main+022714B8	被诅咒的白缎带	呪われた白リボン	Cursed Ribbon	
main+022714B9	可以为我而死吗?之冠	死んでくれる？の冠	Crown of Death	
main+022714BA	灼热龙角	灼熱の竜角	Fire Dragon Horn	
main+022714BB	宇宙火焰之冠	コズミックフレアの冠	Atomic Crown	
main+022714BC	漆黑之蛇冠	漆黒の蛇の冠	Black Viper Crown	
main+022714BD	拂晓明星之冠	明けの明星の冠	Astral Crown	
main+022714BE	念力戒指	念力のリング	Psy Ring	
main+022714BF	业念戒指	業念のリング	Karma Ring	
main+022714C0	大业念戒指	大業念のリング	Mystic Ring	
main+022714C1	念力螺旋戒指	念力の螺旋リング	Spiral Psy Ring	
main+022714C2	业念螺旋戒指	業念の螺旋リング	Spiral Karma Ring	
main+022714C3	大业念螺旋戒指	大業念の螺旋リング	Spiral Mystic Ring	
main+022714C4	—	リザーブ	—	
main+022714C5	龙神的念动石	龍神の念動石	Dragon's Heart	
main+022714C6	念动力之冠	サイコフォースの冠	Psycho Blast Crown	
main+022714C7	突击腰带	突撃ベルト	Lunge Belt	
main+022714C8	冲锋腰带	アサルトベルト	Assault Belt	
main+022714C9	百万吨腰带	メガトンベルト	Megaton Belt	
main+022714CA	神手腰带	神の手ベルト	God's Hand Belt	
main+022714CB	幸运腰带	ラッキーベルト	Lucky Belt	
main+022714CC	奇迹腰带	ミラクルベルト	Miracle Belt	
main+022714CD	突袭腰带	ラッシュベルト	Rush Belt	
main+022714CE	加特林腰带	ガトリングベルト	Gatling Belt	
main+022714CF	突袭腰带	スラッシュベルト	Cleave Belt	
main+022714D0	大斩断腰带	大切断ベルト	Giant Slice Belt	
main+022714D1	勇气腰带	ブレイブベルト	Brave Belt	
main+022714D2	剑舞腰带	剣舞のベルト	Sword Dance Belt	
main+022714D3	八艘跳跃腰带	八艘跳びベルト	Hassou Tobi Belt	
main+022714D4	巴力神矛腰带	マイムールベルト	Ayamur Belt	
main+022714D5	穷鼠腰带	窮鼠のベルト	Cornered Belt	
main+022714D6	加倍腰带	レイズベルト	Rising Slash Belt	
main+022714D7	死亡游戏腰带	死亡遊戯のベルト	Deadly Fury Belt	
main+022714D8	指弹腰带	指弾ベルト	Snap Belt	
main+022714D9	三连弹腰带	三連弾ベルト	Triple Shot Belt	
main+022714DA	必杀弹腰带	必殺弾のベルト	Special Shot Belt	
main+022714DB	魔弹腰带	魔弾のベルト	Magic Bullet Belt	
main+022714DC	二连弹腰带	二連弾ベルト	Double Shot Belt	
main+022714DD	金刚发破腰带	金剛発破ベルト	Vajra Blast Belt	
main+022714DE	空间杀法腰带	空間殺法ベルト	Vorpal Blade Belt	
main+022714DF	烈风腰带	烈風ベルト	Vicious Strike Belt	
main+022714E0	灼热腰带	ヒートベルト	Heat Wave Belt	
main+022714E1	巨人腰带	ギガントベルト	Gigantomachia Belt	
main+022714E2	狂暴腰带	暴れん坊のベルト	Brawler Belt	
main+022714E3	电光石火腰带	電光石火のベルト	Swift Strike Belt	
main+022714E4	界限腰带	バウンドベルト	Deathbound Belt	
main+022714E5	火神腰带	アグネヤベルト	Agneyastra Belt	
main+022714E6	二连牙腰带	二連牙ベルト	Double Fangs Belt	
main+022714E7	力量腰带	パワーベルト	Power Slash Belt	
main+022714E8	五月雨腰带	五月雨ベルト	Tempest Slash Belt	
main+022714E9	刹那五月雨腰带	刹那五月雨ベルト	Myriad Slash Belt	
main+022714EA	战锤腰带	ハンマーベルト	Sledgehammer Belt	
main+022714EB	倒栽腰带	脳天ベルト	Skull Cracker Belt	
main+022714EC	恐惧腰带	テラーベルト	Terror Claw Belt	
main+022714ED	失忆腰带	ヘッドベルト	Headbutt Belt	
main+022714EE	RESERVE	リザーブ	RESERVE	
main+022714EF	织梦腰带	夢見ベルト	Dream Needle Belt	
main+022714F0	歇斯底里腰带	ヒステリーベルト	Hysterical Slap Belt	
main+022714F1	消极腰带	ネガティブベルト	Negative Pile Belt	
main+022714F2	脑髓腰带	脳髄ベルト	Brain Shaker Belt	
main+022714F3	闪光腰带	フラッシュベルト	Flash Bomb Belt	
main+022714F4	乱心腰带	スライスベルト	Mind Slice Belt	
main+022714F5	血祭腰带	血祭りベルト	Bloodbath Belt	
main+022714F6	忘杀腰带	忘殺ベルト	Memory Blow Belt	
main+022714F7	RESERVE	リザーブ	RESERVE	
main+022714F8	昏睡腰带	昏睡ベルト	Dormin Rush Belt	
main+022714F9	神乐腰带	神楽ベルト	OniKagura Belt	
main+022714FA	绝望敲打腰带	バッドビートベルト	Bad Beat Belt	
main+022714FB	大脑髓腰带	大脳隋ベルト	Brain Buster Belt	
main+022714FC	疗愈吊饰	癒しのチャーム	Aid Charm	
main+022714FD	治愈吊饰	治癒のチャーム	Cure Charm	
main+022714FE	痊愈吊饰	完治のチャーム	Heal Charm	
main+022714FF	疗愈螺旋吊饰	癒しの螺旋チャーム	Spiral Aid Charm	
main+02271500	治愈螺旋吊饰	治癒の螺旋チャーム	Spiral Cure Charm	
main+02271501	痊愈螺旋吊饰	完治の螺旋チャーム	Spiral Heal Charm	
main+02271502	复苏吊饰	蘇生のチャーム	Revival Charm	
main+02271503	大复苏吊饰	大蘇生のチャーム	Rejuvenate Charm	
